Yield_CT,Yield_NT,NT_effect,Latitude,Longitude,Crop,Years_NT,Crop_rotation_CT,Crop_rotation_NT,Soil_cover_CT,Soil_cover_NT,Weed_pest_control_CT,Weed_pest_control_NT,P,E,PB,Tave,Tmax,Tmin,ST
8875.0,5466.0,No,-28.92,29.55,maize,18,0,0,0.0,1.0,1.0,1.0,538.3,648.262,-109.962,7.8,18.91165,2.73168,Clay loam
14148.0,10933.0,No,-28.92,29.55,maize,18,0,0,0.0,1.0,1.0,1.0,538.3,648.262,-109.962,7.8,18.91165,2.73168,Clay loam
15434.0,16463.0,Yes,-28.92,29.55,maize,18,0,0,0.0,1.0,1.0,1.0,538.3,648.262,-109.962,7.8,18.91165,2.73168,Clay loam
6238.0,4695.0,No,-28.92,29.55,maize,19,0,0,0.0,1.0,1.0,1.0,458.5,680.142,-221.642,8.17143,20.50167,1.56657,Clay loam
12090.0,10611.0,No,-28.92,29.55,maize,19,0,0,0.0,1.0,1.0,1.0,458.5,680.142,-221.642,8.17143,20.50167,1.56657,Clay loam
13505.0,13891.0,Yes,-28.92,29.55,maize,19,0,0,0.0,1.0,1.0,1.0,458.5,680.142,-221.642,8.17143,20.50167,1.56657,Clay loam
7524.0,6302.0,No,-28.92,29.55,maize,20,0,0,0.0,1.0,1.0,1.0,387.7,664.899,-277.199,8.77143,21.08856,3.85794,Clay loam
10933.0,10804.0,No,-28.92,29.55,maize,20,0,0,0.0,1.0,1.0,1.0,387.7,664.899,-277.199,8.77143,21.08856,3.85794,Clay loam
10032.0,12862.0,Yes,-28.92,29.55,maize,20,0,0,0.0,1.0,1.0,1.0,387.7,664.899,-277.199,8.77143,21.08856,3.85794,Clay loam
8232.0,5466.0,No,-28.92,29.55,maize,21,0,0,0.0,1.0,1.0,1.0,572.9,644.565,-71.665,7.91429,18.50414,1.49847,Clay loam
13441.0,9325.0,No,-28.92,29.55,maize,21,0,0,0.0,1.0,1.0,1.0,572.9,644.565,-71.665,7.91429,18.50414,1.49847,Clay loam
15048.0,12797.0,No,-28.92,29.55,maize,21,0,0,0.0,1.0,1.0,1.0,572.9,644.565,-71.665,7.91429,18.50414,1.49847,Clay loam
9518.0,7524.0,No,-28.92,29.55,maize,22,0,0,0.0,1.0,1.0,1.0,332.3,697.401,-365.101,8.31429,21.2642,1.92811,Clay loam
12347.0,12476.0,Yes,-28.92,29.55,maize,22,0,0,0.0,1.0,1.0,1.0,332.3,697.401,-365.101,8.31429,21.2642,1.92811,Clay loam
12340.0,13248.0,Yes,-28.92,29.55,maize,22,0,0,0.0,1.0,1.0,1.0,332.3,697.401,-365.101,8.31429,21.2642,1.92811,Clay loam
7653.0,5585.0,No,-28.92,29.55,maize,23,0,0,0.0,1.0,1.0,1.0,279.1,664.093,-384.993,8.02857,20.75053,1.0267,Clay loam
10933.0,9646.0,No,-28.92,29.55,maize,23,0,0,0.0,1.0,1.0,1.0,279.1,664.093,-384.993,8.02857,20.75053,1.0267,Clay loam
11125.0,10161.0,No,-28.92,29.55,maize,23,0,0,0.0,1.0,1.0,1.0,279.1,664.093,-384.993,8.02857,20.75053,1.0267,Clay loam
8682.0,6367.0,No,-28.92,29.55,maize,24,0,0,0.0,1.0,1.0,1.0,421.0,657.249,-236.249,8.5,21.06027,2.35728,Clay loam
15306.0,13891.0,No,-28.92,29.55,maize,24,0,0,0.0,1.0,1.0,1.0,421.0,657.249,-236.249,8.5,21.06027,2.35728,Clay loam
16334.0,17106.0,Yes,-28.92,29.55,maize,24,0,0,0.0,1.0,1.0,1.0,421.0,657.249,-236.249,8.5,21.06027,2.35728,Clay loam
3859.0,3987.0,Yes,-28.92,29.55,maize,25,0,0,0.0,1.0,1.0,1.0,525.1,679.758,-154.658,8.3,21.32608,3.09542,Clay loam
7460.0,8810.0,Yes,-28.92,29.55,maize,25,0,0,0.0,1.0,1.0,1.0,525.1,679.758,-154.658,8.3,21.32608,3.09542,Clay loam
7010.0,8810.0,Yes,-28.92,29.55,maize,25,0,0,0.0,1.0,1.0,1.0,525.1,679.758,-154.658,8.3,21.32608,3.09542,Clay loam
5852.0,5273.0,No,-28.92,29.55,maize,26,0,0,0.0,1.0,1.0,1.0,447.3,690.027,-242.727,9.14286,23.2186,1.69684,Clay loam
7074.0,8617.0,Yes,-28.92,29.55,maize,26,0,0,0.0,1.0,1.0,1.0,447.3,690.027,-242.727,9.14286,23.2186,1.69684,Clay loam
6752.0,9389.0,Yes,-28.92,29.55,maize,26,0,0,0.0,1.0,1.0,1.0,447.3,690.027,-242.727,9.14286,23.2186,1.69684,Clay loam
8746.0,6174.0,No,-28.92,29.55,maize,27,0,0,0.0,1.0,1.0,1.0,708.0,648.636,59.364,8.57143,20.83226,2.32066,Clay loam
11061.0,10933.0,No,-28.92,29.55,maize,27,0,0,0.0,1.0,1.0,1.0,708.0,648.636,59.364,8.57143,20.83226,2.32066,Clay loam
11769.0,12605.0,Yes,-28.92,29.55,maize,27,0,0,0.0,1.0,1.0,1.0,708.0,648.636,59.364,8.57143,20.83226,2.32066,Clay loam
9860.0,10100.0,Yes,40.42,-86.87,maize,11,0,0,0.0,1.0,1.0,1.0,822.5000229,500.0239174,322.476,18.64999994,28.91500756,5.395620531,Loam
10200.0,9700.0,No,40.42,-86.87,maize,13,0,0,0.0,1.0,1.0,1.0,511.3,531.315,-20.015,20.05,29.00681,7.15509,Loam
12000.0,11000.0,No,40.42,-86.87,maize,14,0,0,0.0,1.0,1.0,1.0,636.8,506.424,130.376,18.53333,30.00738,4.73855,Loam
9820.0,10400.0,Yes,40.42,-86.87,maize,15,0,0,0.0,1.0,1.0,1.0,422.8,536.291,-113.491,20.68333,32.01782,10.67236,Loam
2580.0,2560.0,No,40.42,-86.87,soybean,11,0,0,0.0,1.0,1.0,1.0,822.5000229,500.0239174,322.476,18.64999994,28.91500756,5.395620531,Loam
3620.0,3770.0,Yes,40.42,-86.87,soybean,13,0,0,0.0,1.0,1.0,1.0,511.3,531.315,-20.015,20.05,29.00681,7.15509,Loam
4050.0,4420.0,Yes,40.42,-86.87,soybean,14,0,0,0.0,1.0,1.0,1.0,636.8,506.424,130.376,18.53333,30.00738,4.73855,Loam
4190.0,4330.0,Yes,40.42,-86.87,soybean,15,0,0,0.0,1.0,1.0,1.0,422.8,536.291,-113.491,20.68333,32.01782,10.67236,Loam
1762.0,2720.0,Yes,-29.75,152.92,soybean,7,0,0,,,,,819.2,655.218,163.982,23.28571,28.06956,12.96529,Loam
1455.0,1438.0,No,-29.75,152.92,soybean,8,0,0,,,,,1326.0,642.159,683.841,23.68571,27.45484,13.98427,Loam
1503.0,1990.0,Yes,-29.75,152.92,soybean,9,0,0,,,,,1257.0,657.124,599.876,23.4,28.32189,11.8418,Loam
1229.0,2617.0,Yes,-29.75,152.92,soybean,10,0,0,,,,,602.3,708.181,-105.881,25.02857,29.77963,12.68969,Loam
649.0,988.0,Yes,-29.75,152.92,soybean,11,0,0,,,,,910.1,635.654,274.446,23.5,27.59438,11.4541,Loam
2714.0,3309.0,Yes,-29.75,152.92,soybean,12,0,0,,,,,580.1,693.223,-113.123,23.71429,28.63458,11.79549,Loam
779.0,1192.0,Yes,-29.75,152.92,soybean,13,0,0,,,,,568.3,646.187,-77.887,23.17143,30.13818,8.29359,Loam
2348.0,2802.0,Yes,-29.75,152.92,soybean,14,0,0,,,,,708.5,674.353,34.147,23.71429,28.69493,15.19034,Loam
5078.0,3902.0,No,55.94,-3.21,barley.spring,14,0,0,0.0,0.0,1.0,1.0,250.4,247.701,2.699,8.28,16.68182,-0.35675,Sandy loam
6207.0,5289.0,No,55.94,-3.21,barley.spring,15,0,0,0.0,0.0,1.0,1.0,307.8,236.136,71.664,8.7,17.68275,1.58817,Sandy loam
4453.0,3481.0,No,55.94,-3.21,barley.spring,16,0,0,0.0,0.0,1.0,1.0,290.2,261.657,28.543,9.08,18.25129,0.9253,Sandy loam
7172.0,7627.0,Yes,55.94,-3.21,barley.spring,18,0,0,0.0,0.0,1.0,1.0,244.0,257.527,-13.527,8.6,20.1529,0.90749,Sandy loam
5432.0,4949.0,No,55.94,-3.21,barley.spring,21,0,0,0.0,0.0,1.0,1.0,365.5,229.02,136.48,8.06,17.31479,-0.19559,Sandy loam
7294.0,7424.0,Yes,55.94,-3.21,barley.spring,22,0,0,0.0,0.0,1.0,1.0,361.3,250.63,110.67,8.76,17.05032,1.1866,Sandy loam
8817.0,8593.0,No,55.94,-3.21,barley.spring,24,0,0,0.0,0.0,1.0,1.0,289.8,263.087,26.713,9.36,17.96904,2.52356,Sandy loam
4711.0,4283.0,No,55.94,-3.21,barley.spring,25,0,0,0.0,0.0,1.0,1.0,301.4,248.209,53.191,8.94,18.25963,2.52366,Sandy loam
11100.0,9900.0,No,31.68,121.56,rice,2,0,0,0.0,0.0,1.0,1.0,542.4,502.767,39.633,26.6,36.46287,18.11973,Loam
10800.0,9600.0,No,31.68,121.56,rice,2,0,0,0.0,1.0,1.0,1.0,542.4,502.767,39.633,26.6,36.46287,18.11973,Loam
11300.0,10400.0,No,31.68,121.56,rice,2,0,0,0.0,1.0,1.0,1.0,542.4,502.767,39.633,26.6,36.46287,18.11973,Loam
11600.0,10200.0,No,31.68,121.56,rice,3,0,0,0.0,0.0,1.0,1.0,936.4,421.363,515.037,24.7,31.05454,18.21329,Loam
11000.0,9600.0,No,31.68,121.56,rice,3,0,0,0.0,1.0,1.0,1.0,936.4,421.363,515.037,24.7,31.05454,18.21329,Loam
11600.0,10800.0,No,31.68,121.56,rice,3,0,0,0.0,1.0,1.0,1.0,936.4,421.363,515.037,24.7,31.05454,18.21329,Loam
12300.0,11500.0,No,31.68,121.56,rice,4,0,0,0.0,0.0,1.0,1.0,838.1,440.514,397.586,24.72,31.38759,17.53496,Loam
11400.0,10700.0,No,31.68,121.56,rice,4,0,0,0.0,1.0,1.0,1.0,838.1,440.514,397.586,24.72,31.38759,17.53496,Loam
13100.0,11700.0,No,31.68,121.56,rice,4,0,0,0.0,1.0,1.0,1.0,838.1,440.514,397.586,24.72,31.38759,17.53496,Loam
2000.0,2240.0,Yes,55.18,-119.53,barley.spring,9,1,1,1.0,1.0,1.0,1.0,216.7,359.044,-142.344,9.56,21.58625,0.23129,Clay loam
4400.0,5450.0,Yes,55.18,-119.53,barley.spring,9,1,1,1.0,1.0,1.0,1.0,216.7,359.044,-142.344,9.56,21.58625,0.23129,Clay loam
2830.0,2973.0,Yes,55.18,-119.53,barley.spring,4,1,1,,,,,312.2,371.171,-58.971,11.1,23.69311,1.55262,Clay loam
2613.0,2458.0,No,55.18,-119.53,barley.spring,4,1,1,,,,,312.2,371.171,-58.971,11.1,23.69311,1.55262,Clay loam
3511.0,3258.0,No,55.18,-119.53,barley.spring,4,1,1,,,,,312.2,371.171,-58.971,11.1,23.69311,1.55262,Clay loam
5251.0,5579.0,Yes,53.35,-104.85,barley.spring,3,1,1,,,,,361.6,395.343,-33.743,15.18,25.61552,4.74339,Loam
5115.0,5396.0,Yes,53.35,-104.85,barley.spring,3,1,1,,,,,361.6,395.343,-33.743,15.18,25.61552,4.74339,Loam
4596.0,4438.0,No,53.35,-104.85,barley.spring,3,1,1,,,,,361.6,395.343,-33.743,15.18,25.61552,4.74339,Loam
1431.0,1927.0,Yes,53.35,-104.85,wheat.winter,2,1,1,,,,,609.3,495.097,114.203,4.46667,25.61552,-18.8532,Loam
1528.0,1914.0,Yes,53.35,-104.85,wheat.winter,2,1,1,,,,,609.3,495.097,114.203,4.46667,25.61552,-18.8532,Loam
1616.0,1831.0,Yes,53.35,-104.85,wheat.winter,2,1,1,,,,,609.3,495.097,114.203,4.46667,25.61552,-18.8532,Loam
3900.0,3880.0,No,35.18,-102.08,sorghum,11,0,0,0.0,0.0,,,419.5,508.094,-88.594,21.72,31.10949,12.64705,Loam
3900.0,4620.0,Yes,35.18,-102.08,sorghum,11,0,0,0.0,1.0,,,419.5,508.094,-88.594,21.72,31.10949,12.64705,Loam
7120.0,6620.0,No,39.05,-76.9,maize,25,1,1,0.0,1.0,1.0,1.0,623.9,524.852,99.048,20.23333,31.05993,9.18225,Loam
5979.0,3989.0,No,38.89,-92.2,maize,2,0,0,0.0,1.0,,,346.4,591.766,-245.366,21.25,32.41052,4.36975,Loam
8011.0,7418.0,No,38.89,-92.2,maize,2,0,0,0.0,1.0,,,346.4,591.766,-245.366,21.25,32.41052,4.36975,Loam
6069.0,8138.0,Yes,38.89,-92.2,maize,2,0,0,0.0,1.0,,,346.4,591.766,-245.366,21.25,32.41052,4.36975,Loam
9746.0,9661.0,No,38.89,-92.2,maize,2,0,0,0.0,1.0,,,346.4,591.766,-245.366,21.25,32.41052,4.36975,Loam
10169.0,8688.0,No,38.89,-92.2,maize,2,0,0,0.0,1.0,,,346.4,591.766,-245.366,21.25,32.41052,4.36975,Loam
6995.0,5132.0,No,38.89,-92.2,maize,2,0,0,0.0,1.0,,,346.4,591.766,-245.366,21.25,32.41052,4.36975,Loam
9873.0,7714.0,No,38.89,-92.2,maize,2,0,0,0.0,1.0,,,346.4,591.766,-245.366,21.25,32.41052,4.36975,Loam
10085.0,9407.0,No,38.89,-92.2,maize,2,0,0,0.0,1.0,,,346.4,591.766,-245.366,21.25,32.41052,4.36975,Loam
10296.0,9322.0,No,38.89,-92.2,maize,2,0,0,0.0,1.0,,,346.4,591.766,-245.366,21.25,32.41052,4.36975,Loam
10720.0,9407.0,No,38.89,-92.2,maize,2,0,0,0.0,1.0,,,346.4,591.766,-245.366,21.25,32.41052,4.36975,Loam
3574.0,2511.0,No,38.89,-92.2,maize,3,0,0,0.0,1.0,,,618.9,527.777,91.123,19.96667,29.92112,7.60863,Loam
5362.0,4979.0,No,38.89,-92.2,maize,3,0,0,0.0,1.0,,,618.9,527.777,91.123,19.96667,29.92112,7.60863,Loam
8596.0,6936.0,No,38.89,-92.2,maize,3,0,0,0.0,1.0,,,618.9,527.777,91.123,19.96667,29.92112,7.60863,Loam
9319.0,9617.0,Yes,38.89,-92.2,maize,3,0,0,0.0,1.0,,,618.9,527.777,91.123,19.96667,29.92112,7.60863,Loam
9660.0,8723.0,No,38.89,-92.2,maize,3,0,0,0.0,1.0,,,618.9,527.777,91.123,19.96667,29.92112,7.60863,Loam
6255.0,4553.0,No,38.89,-92.2,maize,3,0,0,0.0,1.0,,,618.9,527.777,91.123,19.96667,29.92112,7.60863,Loam
8851.0,8043.0,No,38.89,-92.2,maize,3,0,0,0.0,1.0,,,618.9,527.777,91.123,19.96667,29.92112,7.60863,Loam
11106.0,9021.0,No,38.89,-92.2,maize,3,0,0,0.0,1.0,,,618.9,527.777,91.123,19.96667,29.92112,7.60863,Loam
11277.0,10425.0,No,38.89,-92.2,maize,3,0,0,0.0,1.0,,,618.9,527.777,91.123,19.96667,29.92112,7.60863,Loam
10340.0,10553.0,Yes,38.89,-92.2,maize,3,0,0,0.0,1.0,,,618.9,527.777,91.123,19.96667,29.92112,7.60863,Loam
4751.0,4836.0,Yes,40.02,-92.19,maize,2,0,0,0.0,1.0,,,244.4,572.663,-328.263,21.58333,32.93359,3.57249,Loam
5132.0,6317.0,Yes,40.02,-92.19,maize,2,0,0,0.0,1.0,,,244.4,572.663,-328.263,21.58333,32.93359,3.57249,Loam
7027.0,8307.0,Yes,40.02,-92.19,maize,2,0,0,0.0,1.0,,,244.4,572.663,-328.263,21.58333,32.93359,3.57249,Loam
7884.0,8815.0,Yes,40.02,-92.19,maize,2,0,0,0.0,1.0,,,244.4,572.663,-328.263,21.58333,32.93359,3.57249,Loam
8053.0,9069.0,Yes,40.02,-92.19,maize,2,0,0,0.0,1.0,,,244.4,572.663,-328.263,21.58333,32.93359,3.57249,Loam
7206.0,6614.0,No,40.02,-92.19,maize,2,0,0,0.0,1.0,,,244.4,572.663,-328.263,21.58333,32.93359,3.57249,Loam
7968.0,8138.0,Yes,40.02,-92.19,maize,2,0,0,0.0,1.0,,,244.4,572.663,-328.263,21.58333,32.93359,3.57249,Loam
8138.0,7968.0,No,40.02,-92.19,maize,2,0,0,0.0,1.0,,,244.4,572.663,-328.263,21.58333,32.93359,3.57249,Loam
8603.0,8307.0,No,40.02,-92.19,maize,2,0,0,0.0,1.0,,,244.4,572.663,-328.263,21.58333,32.93359,3.57249,Loam
8730.0,9069.0,Yes,40.02,-92.19,maize,2,0,0,0.0,1.0,,,244.4,572.663,-328.263,21.58333,32.93359,3.57249,Loam
3910.0,2358.0,No,40.02,-92.19,maize,3,0,0,0.0,1.0,,,586.0,513.413,72.587,19.81667,30.66584,7.09379,Loam
5343.0,3831.0,No,40.02,-92.19,maize,3,0,0,0.0,1.0,,,586.0,513.413,72.587,19.81667,30.66584,7.09379,Loam
6537.0,5821.0,No,40.02,-92.19,maize,3,0,0,0.0,1.0,,,586.0,513.413,72.587,19.81667,30.66584,7.09379,Loam
7015.0,5980.0,No,40.02,-92.19,maize,3,0,0,0.0,1.0,,,586.0,513.413,72.587,19.81667,30.66584,7.09379,Loam
7214.0,6498.0,No,40.02,-92.19,maize,3,0,0,0.0,1.0,,,586.0,513.413,72.587,19.81667,30.66584,7.09379,Loam
5184.0,3552.0,No,40.02,-92.19,maize,3,0,0,0.0,1.0,,,586.0,513.413,72.587,19.81667,30.66584,7.09379,Loam
6139.0,6378.0,Yes,40.02,-92.19,maize,3,0,0,0.0,1.0,,,586.0,513.413,72.587,19.81667,30.66584,7.09379,Loam
7453.0,7294.0,No,40.02,-92.19,maize,3,0,0,0.0,1.0,,,586.0,513.413,72.587,19.81667,30.66584,7.09379,Loam
7413.0,8010.0,Yes,40.02,-92.19,maize,3,0,0,0.0,1.0,,,586.0,513.413,72.587,19.81667,30.66584,7.09379,Loam
7174.0,8408.0,Yes,40.02,-92.19,maize,3,0,0,0.0,1.0,,,586.0,513.413,72.587,19.81667,30.66584,7.09379,Loam
2670.0,2434.0,No,40.02,-92.19,maize,4,0,0,0.0,1.0,,,666.3,531.641,134.659,20.38333,29.78722,5.39344,Loam
4207.0,4443.0,Yes,40.02,-92.19,maize,4,0,0,0.0,1.0,,,666.3,531.641,134.659,20.38333,29.78722,5.39344,Loam
6138.0,5980.0,No,40.02,-92.19,maize,4,0,0,0.0,1.0,,,666.3,531.641,134.659,20.38333,29.78722,5.39344,Loam
6847.0,7360.0,Yes,40.02,-92.19,maize,4,0,0,0.0,1.0,,,666.3,531.641,134.659,20.38333,29.78722,5.39344,Loam
7517.0,7714.0,Yes,40.02,-92.19,maize,4,0,0,0.0,1.0,,,666.3,531.641,134.659,20.38333,29.78722,5.39344,Loam
6650.0,4049.0,No,40.02,-92.19,maize,4,0,0,0.0,1.0,,,666.3,531.641,134.659,20.38333,29.78722,5.39344,Loam
7438.0,6493.0,No,40.02,-92.19,maize,4,0,0,0.0,1.0,,,666.3,531.641,134.659,20.38333,29.78722,5.39344,Loam
8266.0,7675.0,No,40.02,-92.19,maize,4,0,0,0.0,1.0,,,666.3,531.641,134.659,20.38333,29.78722,5.39344,Loam
8502.0,8108.0,No,40.02,-92.19,maize,4,0,0,0.0,1.0,,,666.3,531.641,134.659,20.38333,29.78722,5.39344,Loam
8187.0,7911.0,No,40.02,-92.19,maize,4,0,0,0.0,1.0,,,666.3,531.641,134.659,20.38333,29.78722,5.39344,Loam
2539.0,4375.0,Yes,-13.97,33.65,maize,10,0,0,0.0,1.0,1.0,1.0,650.2,643.985,6.215,25.35,25.68532,14.17448,Sandy clay loam
1445.0,2266.0,Yes,-13.97,33.65,maize,10,0,0,0.0,1.0,1.0,1.0,650.2,643.985,6.215,25.35,25.68532,14.17448,Sandy clay loam
3281.0,5626.0,Yes,-13.97,33.65,maize,10,0,0,0.0,1.0,1.0,1.0,650.2,643.985,6.215,25.35,25.68532,14.17448,Sandy clay loam
2539.0,6523.0,Yes,-13.97,33.65,maize,10,0,0,0.0,1.0,1.0,1.0,650.2,643.985,6.215,25.35,25.68532,14.17448,Sandy clay loam
1445.0,3047.0,Yes,-13.97,33.65,maize,10,0,0,0.0,1.0,1.0,1.0,650.2,643.985,6.215,25.35,25.68532,14.17448,Sandy clay loam
3281.0,8281.0,Yes,-13.97,33.65,maize,10,0,0,0.0,1.0,1.0,1.0,650.2,643.985,6.215,25.35,25.68532,14.17448,Sandy clay loam
5698.0,6744.0,Yes,-13.97,33.65,maize,10,0,0,0.0,1.0,1.0,1.0,650.2,643.985,6.215,25.35,25.68532,14.17448,Sandy clay loam
2965.0,4884.0,Yes,-13.97,33.65,maize,10,0,0,0.0,1.0,1.0,1.0,650.2,643.985,6.215,25.35,25.68532,14.17448,Sandy clay loam
4535.0,5988.0,Yes,-13.97,33.65,maize,10,0,0,0.0,1.0,1.0,1.0,650.2,643.985,6.215,25.35,25.68532,14.17448,Sandy clay loam
5698.0,11977.0,Yes,-13.97,33.65,maize,10,0,0,0.0,1.0,1.0,1.0,650.2,643.985,6.215,25.35,25.68532,14.17448,Sandy clay loam
2965.0,9360.0,Yes,-13.97,33.65,maize,10,0,0,0.0,1.0,1.0,1.0,650.2,643.985,6.215,25.35,25.68532,14.17448,Sandy clay loam
4535.0,9128.0,Yes,-13.97,33.65,maize,10,0,0,0.0,1.0,1.0,1.0,650.2,643.985,6.215,25.35,25.68532,14.17448,Sandy clay loam
4652.0,5546.0,Yes,33.93,-83.35,sorghum,3,0,0,0.0,1.0,1.0,1.0,616.1,630.255,-14.155,23.46667,33.32039,10.05453,Loam
4846.0,4607.0,No,34.5,113.0,wheat.winter,2,0,0,0.0,1.0,1.0,1.0,581.4,612.449,-31.049,14.29,30.08169,-3.03784,Loam
4547.0,4355.0,No,34.5,113.0,wheat.winter,4,0,0,0.0,1.0,1.0,1.0,569.8,620.688,-50.888,13.74,29.1305,-3.3587,Loam
5480.0,5225.0,No,34.5,113.0,wheat.winter,5,0,0,0.0,1.0,1.0,1.0,796.4,646.632,149.768,14.77,28.83695,-2.89792,Loam
4758.0,4662.0,No,34.5,113.0,wheat.winter,6,0,0,0.0,1.0,1.0,1.0,534.0,647.169,-113.169,14.11,32.60032,-4.48129,Loam
5840.0,5400.0,No,50.64,17.85,wheat.winter,1,0,0,0.0,1.0,,,554.6,393.359,161.241,10.1,25.83232,-1.42195,Loam
4830.0,4200.0,No,50.64,17.85,wheat.winter,1,0,0,0.0,1.0,,,554.6,393.359,161.241,10.1,25.83232,-1.42195,Loam
4860.0,4960.0,Yes,50.64,17.85,wheat.winter,2,0,0,0.0,1.0,,,388.9,403.496,-14.596,10.19,26.94931,-1.54694,Loam
4500.0,4200.0,No,50.64,17.85,wheat.winter,2,0,0,0.0,1.0,,,388.9,403.496,-14.596,10.19,26.94931,-1.54694,Loam
8015.0,8234.0,Yes,35.55,110.13,maize,3,0,0,0.0,1.0,1.0,1.0,340.5,420.908,-80.408,18.64,29.43789,2.67676,Loam
8687.0,8422.0,No,35.55,110.13,maize,3,0,0,0.0,1.0,1.0,1.0,340.5,420.908,-80.408,18.64,29.43789,2.67676,Loam
7812.0,8515.0,Yes,35.55,110.13,maize,5,0,0,0.0,1.0,1.0,1.0,258.9,412.508,-153.608,18.14,28.70729,-1.09092,Loam
6625.0,6594.0,No,35.55,110.13,maize,5,0,0,0.0,1.0,1.0,1.0,258.9,412.508,-153.608,18.14,28.70729,-1.09092,Loam
8359.0,9218.0,Yes,35.55,110.13,maize,7,0,0,0.0,1.0,1.0,1.0,353.6,423.968,-70.368,19.22,28.41125,5.12454,Loam
8906.0,8672.0,No,35.55,110.13,maize,7,0,0,0.0,1.0,1.0,1.0,353.6,423.968,-70.368,19.22,28.41125,5.12454,Loam
9547.0,10859.0,Yes,35.55,110.13,maize,9,0,0,0.0,1.0,1.0,1.0,306.7,422.652,-115.952,18.04,29.06431,2.79862,Loam
7937.0,8062.0,Yes,35.55,110.13,maize,9,0,0,0.0,1.0,1.0,1.0,306.7,422.652,-115.952,18.04,29.06431,2.79862,Loam
6014.0,5991.0,No,35.55,110.13,wheat.winter,1,0,0,0.0,1.0,1.0,1.0,417.2,592.614,-175.414,12.82,27.7192,-8.99256,Loam
5935.0,5561.0,No,35.55,110.13,wheat.winter,1,0,0,0.0,1.0,1.0,1.0,417.2,592.614,-175.414,12.82,27.7192,-8.99256,Loam
6241.0,5810.0,No,35.55,110.13,wheat.winter,5,0,0,0.0,1.0,1.0,1.0,667.2,575.186,92.014,12.97,28.51503,-7.58743,Loam
5890.0,5946.0,Yes,35.55,110.13,wheat.winter,5,0,0,0.0,1.0,1.0,1.0,667.2,575.186,92.014,12.97,28.51503,-7.58743,Loam
3738.0,3828.0,Yes,35.55,110.13,wheat.winter,7,0,0,0.0,1.0,1.0,1.0,463.2,597.429,-134.229,13.53,27.18334,-6.3982,Loam
4610.0,4327.0,No,35.55,110.13,wheat.winter,7,0,0,0.0,1.0,1.0,1.0,463.2,597.429,-134.229,13.53,27.18334,-6.3982,Loam
6016.8,5996.0,No,35.32,106.07,wheat.winter,1,0,0,0.0,1.0,1.0,1.0,404.9,518.848,-113.948,8.25,22.97164,-11.51113,Loam
5099.4,4907.4,No,35.32,106.07,wheat.winter,1,0,0,0.0,1.0,1.0,1.0,404.9,518.848,-113.948,8.25,22.97164,-11.51113,Loam
5352.7,5268.8,No,35.32,106.07,wheat.winter,1,0,0,0.0,1.0,1.0,1.0,404.9,518.848,-113.948,8.25,22.97164,-11.51113,Loam
3520.8,3476.8,No,35.32,106.07,wheat.winter,2,0,0,0.0,1.0,1.0,1.0,337.3,511.009,-173.709,9.25,24.99609,-8.82991,Loam
2580.3,2648.6,Yes,35.32,106.07,wheat.winter,2,0,0,0.0,1.0,1.0,1.0,337.3,511.009,-173.709,9.25,24.99609,-8.82991,Loam
3179.5,3257.8,Yes,35.32,106.07,wheat.winter,2,0,0,0.0,1.0,1.0,1.0,337.3,511.009,-173.709,9.25,24.99609,-8.82991,Loam
2366.8,2400.1,Yes,35.32,106.07,wheat.winter,3,0,0,0.0,1.0,1.0,1.0,198.1,488.551,-290.451,8.54,21.31538,-7.96359,Loam
2081.8,2181.8,Yes,35.32,106.07,wheat.winter,3,0,0,0.0,1.0,1.0,1.0,198.1,488.551,-290.451,8.54,21.31538,-7.96359,Loam
2325.1,2541.8,Yes,35.32,106.07,wheat.winter,3,0,0,0.0,1.0,1.0,1.0,198.1,488.551,-290.451,8.54,21.31538,-7.96359,Loam
2831.0,3277.5,Yes,35.32,106.07,wheat.winter,4,0,0,0.0,1.0,1.0,1.0,388.6,479.218,-90.618,8.26,22.72229,-13.2964,Loam
2118.3,2036.9,No,35.32,106.07,wheat.winter,4,0,0,0.0,1.0,1.0,1.0,388.6,479.218,-90.618,8.26,22.72229,-13.2964,Loam
2276.4,2565.0,Yes,35.32,106.07,wheat.winter,4,0,0,0.0,1.0,1.0,1.0,388.6,479.218,-90.618,8.26,22.72229,-13.2964,Loam
6149.3,5912.4,No,35.32,106.07,wheat.winter,5,0,0,0.0,1.0,1.0,1.0,513.8,489.51,24.29,8.19,23.06087,-10.21706,Loam
4695.9,4654.9,No,35.32,106.07,wheat.winter,5,0,0,0.0,1.0,1.0,1.0,513.8,489.51,24.29,8.19,23.06087,-10.21706,Loam
5743.2,5509.8,No,35.32,106.07,wheat.winter,5,0,0,0.0,1.0,1.0,1.0,513.8,489.51,24.29,8.19,23.06087,-10.21706,Loam
3057.7,3275.7,Yes,35.32,106.07,wheat.winter,6,0,0,0.0,1.0,1.0,1.0,584.0,500.484,83.516,8.96,22.54871,-8.6087,Loam
2530.1,2432.2,No,35.32,106.07,wheat.winter,6,0,0,0.0,1.0,1.0,1.0,584.0,500.484,83.516,8.96,22.54871,-8.6087,Loam
2919.6,3380.2,Yes,35.32,106.07,wheat.winter,6,0,0,0.0,1.0,1.0,1.0,584.0,500.484,83.516,8.96,22.54871,-8.6087,Loam
